Simul_number,Time,A,c0,Mobility,k,Energy,c_mean
606,499.95,1.2,0.55,1,0.5,0.018808,0.55
607,499.95,0.2,0.6,1,0.5,0.009529,0.5998
608,499.95,0.21,0.6,1,0.5,0.009655,0.6001
609,499.95,0.22,0.6,1,0.5,0.010104,0.5999
610,499.95,0.23,0.6,1,0.5,0.010292,0.6
611,499.95,0.24,0.6,1,0.5,0.010408,0.6
612,499.95,0.25,0.6,1,0.5,0.010557,0.5999
613,499.95,0.26,0.6,1,0.5,0.010685,0.6002
614,499.95,0.27,0.6,1,0.5,0.011172,0.6001
615,499.95,0.28,0.6,1,0.5,0.011792,0.5999
616,499.95,0.29,0.6,1,0.5,0.01144,0.6001
617,499.95,0.3,0.6,1,0.5,0.011611,0.6
618,499.95,0.31,0.6,1,0.5,0.011701,0.6
619,499.95,0.32,0.6,1,0.5,0.012289,0.6001
620,499.95,0.33,0.6,1,0.5,0.012532,0.6001
621,499.95,0.34,0.6,1,0.5,0.012223,0.6
622,499.95,0.35,0.6,1,0.5,0.011875,0.5999
623,499.95,0.36,0.6,1,0.5,0.012512,0.6
624,499.95,0.37,0.6,1,0.5,0.012407,0.5999
625,499.95,0.38,0.6,1,0.5,0.012142,0.6001
626,499.95,0.39,0.6,1,0.5,0.012294,0.6
627,499.95,0.4,0.6,1,0.5,0.01225,0.5999
628,499.95,0.41,0.6,1,0.5,0.013134,0.6
629,499.95,0.42,0.6,1,0.5,0.012994,0.5999
630,499.95,0.43,0.6,1,0.5,0.013494,0.6
631,499.95,0.44,0.6,1,0.5,0.012973,0.6
632,499.95,0.45,0.6,1,0.5,0.013192,0.6001
633,499.95,0.46,0.6,1,0.5,0.013678,0.5999
634,499.95,0.47,0.6,1,0.5,0.013633,0.6001
635,499.95,0.48,0.6,1,0.5,0.01419,0.6
636,499.95,0.49,0.6,1,0.5,0.013593,0.6
637,499.95,0.5,0.6,1,0.5,0.014046,0.5999
638,499.95,0.51,0.6,1,0.5,0.012815,0.6
639,499.95,0.52,0.6,1,0.5,0.014368,0.5999
640,499.95,0.53,0.6,1,0.5,0.013033,0.6
641,499.95,0.54,0.6,1,0.5,0.013862,0.5999
642,499.95,0.55,0.6,1,0.5,0.014211,0.5999
643,499.95,0.56,0.6,1,0.5,0.013674,0.5999
644,499.95,0.57,0.6,1,0.5,0.014165,0.6001
645,499.95,0.58,0.6,1,0.5,0.0146,0.6001
646,499.95,0.59,0.6,1,0.5,0.014982,0.6002
647,499.95,0.6,0.6,1,0.5,0.016009,0.6
648,499.95,0.61,0.6,1,0.5,0.015829,0.5999
649,499.95,0.62,0.6,1,0.5,0.014051,0.6
650,499.95,0.63,0.6,1,0.5,0.014789,0.6001
651,499.95,0.64,0.6,1,0.5,0.016887,0.6
652,499.95,0.65,0.6,1,0.5,0.016121,0.6
653,499.95,0.66,0.6,1,0.5,0.015966,0.6001
654,499.95,0.67,0.6,1,0.5,0.015914,0.6
655,499.95,0.68,0.6,1,0.5,0.015126,0.6
656,499.95,0.69,0.6,1,0.5,0.015584,0.5999
657,499.95,0.7,0.6,1,0.5,0.015082,0.6
658,499.95,0.71,0.6,1,0.5,0.015364,0.5998
659,499.95,0.72,0.6,1,0.5,0.016079,0.5999
660,499.95,0.73,0.6,1,0.5,0.016479,0.5999
661,499.95,0.74,0.6,1,0.5,0.017071,0.5999
662,499.95,0.75,0.6,1,0.5,0.015338,0.6001
663,499.95,0.76,0.6,1,0.5,0.01701,0.6
664,499.95,0.77,0.6,1,0.5,0.015908,0.6
665,499.95,0.78,0.6,1,0.5,0.017332,0.6
666,499.95,0.79,0.6,1,0.5,0.017417,0.6001
667,499.95,0.8,0.6,1,0.5,0.017108,0.6
668,499.95,0.81,0.6,1,0.5,0.017338,0.6001
669,499.95,0.82,0.6,1,0.5,0.018026,0.6
670,499.95,0.83,0.6,1,0.5,0.018529,0.6
671,499.95,0.84,0.6,1,0.5,0.014994,0.6
672,499.95,0.85,0.6,1,0.5,0.016847,0.6001
673,499.95,0.86,0.6,1,0.5,0.016429,0.6
674,499.95,0.87,0.6,1,0.5,0.016624,0.6
675,499.95,0.88,0.6,1,0.5,0.016671,0.6001
676,499.95,0.89,0.6,1,0.5,0.019169,0.6001
677,499.95,0.9,0.6,1,0.5,0.017325,0.6001
678,499.95,0.91,0.6,1,0.5,0.018087,0.6002
679,499.95,0.92,0.6,1,0.5,0.01897,0.6
680,499.95,0.93,0.6,1,0.5,0.020183,0.5999
681,499.95,0.94,0.6,1,0.5,0.018528,0.6001
682,499.95,0.95,0.6,1,0.5,0.019733,0.5999
683,499.95,0.96,0.6,1,0.5,0.018156,0.6
684,499.95,0.97,0.6,1,0.5,0.017883,0.5999
685,499.95,0.98,0.6,1,0.5,0.019764,0.5999
686,499.95,0.99,0.6,1,0.5,0.016781,0.6001
687,499.95,1.0,0.6,1,0.5,0.019316,0.5998
688,499.95,1.01,0.6,1,0.5,0.019736,0.6
689,499.95,1.02,0.6,1,0.5,0.015728,0.6001
690,499.95,1.03,0.6,1,0.5,0.017813,0.6
691,499.95,1.04,0.6,1,0.5,0.01944,0.6001
692,499.95,1.05,0.6,1,0.5,0.016875,0.5999
693,499.95,1.06,0.6,1,0.5,0.020165,0.6
694,499.95,1.07,0.6,1,0.5,0.018895,0.6001
695,499.95,1.08,0.6,1,0.5,0.019123,0.6
696,499.95,1.09,0.6,1,0.5,0.018837,0.6002
697,499.95,1.1,0.6,1,0.5,0.019502,0.6
698,499.95,1.11,0.6,1,0.5,0.020434,0.5999
699,499.95,1.12,0.6,1,0.5,0.01927,0.6001
700,499.95,1.13,0.6,1,0.5,0.020269,0.6
701,499.95,1.14,0.6,1,0.5,0.019129,0.6
702,499.95,1.15,0.6,1,0.5,0.022344,0.6
703,499.95,1.16,0.6,1,0.5,0.019625,0.6002
704,499.95,1.17,0.6,1,0.5,0.021057,0.6
705,499.95,1.18,0.6,1,0.5,0.020969,0.5999
706,499.95,1.19,0.6,1,0.5,0.020698,0.5999
707,499.95,1.2,0.6,1,0.5,0.020215,0.6
708,499.95,0.2,0.65,1,0.5,0.009856,0.65
709,499.95,0.21,0.65,1,0.5,0.009739,0.65
710,499.95,0.22,0.65,1,0.5,0.009539,0.6499
711,499.95,0.23,0.65,1,0.5,0.009528,0.6502
712,499.95,0.24,0.65,1,0.5,0.01008,0.65
713,499.95,0.25,0.65,1,0.5,0.010345,0.6501
714,499.95,0.26,0.65,1,0.5,0.010438,0.65
715,499.95,0.27,0.65,1,0.5,0.010365,0.65
716,499.95,0.28,0.65,1,0.5,0.010663,0.6499
717,499.95,0.29,0.65,1,0.5,0.011032,0.6499
718,499.95,0.3,0.65,1,0.5,0.01082,0.65
719,499.95,0.31,0.65,1,0.5,0.011098,0.6498
720,499.95,0.32,0.65,1,0.5,0.011547,0.65
721,499.95,0.33,0.65,1,0.5,0.011948,0.65
722,499.95,0.34,0.65,1,0.5,0.012224,0.6501
723,499.95,0.35,0.65,1,0.5,0.012286,0.6501
724,499.95,0.36,0.65,1,0.5,0.012619,0.65
725,499.95,0.37,0.65,1,0.5,0.012439,0.65
726,499.95,0.38,0.65,1,0.5,0.01315,0.6499
727,499.95,0.39,0.65,1,0.5,0.013162,0.6501
728,499.95,0.4,0.65,1,0.5,0.012929,0.65
729,499.95,0.41,0.65,1,0.5,0.013711,0.6501
730,499.95,0.42,0.65,1,0.5,0.013774,0.6499
731,499.95,0.43,0.65,1,0.5,0.013507,0.65
732,499.95,0.44,0.65,1,0.5,0.014532,0.6501
733,499.95,0.45,0.65,1,0.5,0.013842,0.65
734,499.95,0.46,0.65,1,0.5,0.013276,0.6501
735,499.95,0.47,0.65,1,0.5,0.013213,0.65
736,499.95,0.48,0.65,1,0.5,0.015086,0.65
737,499.95,0.49,0.65,1,0.5,0.01497,0.6501
738,499.95,0.5,0.65,1,0.5,0.014621,0.65
739,499.95,0.51,0.65,1,0.5,0.014432,0.65
740,499.95,0.52,0.65,1,0.5,0.015116,0.6501
741,499.95,0.53,0.65,1,0.5,0.015269,0.65
742,499.95,0.54,0.65,1,0.5,0.015089,0.6501
743,499.95,0.55,0.65,1,0.5,0.01444,0.65
744,499.95,0.56,0.65,1,0.5,0.015535,0.6502
745,499.95,0.57,0.65,1,0.5,0.015678,0.6501
746,499.95,0.58,0.65,1,0.5,0.015139,0.65
747,499.95,0.59,0.65,1,0.5,0.015079,0.6499
748,499.95,0.6,0.65,1,0.5,0.016168,0.65
749,499.95,0.61,0.65,1,0.5,0.015752,0.65
750,499.95,0.62,0.65,1,0.5,0.015957,0.6499
751,499.95,0.63,0.65,1,0.5,0.015244,0.6499
752,499.95,0.64,0.65,1,0.5,0.014843,0.65
753,499.95,0.65,0.65,1,0.5,0.01679,0.6499
754,499.95,0.66,0.65,1,0.5,0.016801,0.6501
755,499.95,0.67,0.65,1,0.5,0.015251,0.65
756,499.95,0.68,0.65,1,0.5,0.016457,0.6501
757,499.95,0.69,0.65,1,0.5,0.015993,0.65
758,499.95,0.7,0.65,1,0.5,0.017466,0.65
759,499.95,0.71,0.65,1,0.5,0.017185,0.6501
760,499.95,0.72,0.65,1,0.5,0.017239,0.6499
761,499.95,0.73,0.65,1,0.5,0.017617,0.6499
762,499.95,0.74,0.65,1,0.5,0.016947,0.6502
763,499.95,0.75,0.65,1,0.5,0.018007,0.65
764,499.95,0.76,0.65,1,0.5,0.017749,0.65
765,499.95,0.77,0.65,1,0.5,0.016799,0.6499
766,499.95,0.78,0.65,1,0.5,0.018142,0.65
767,499.95,0.79,0.65,1,0.5,0.017768,0.65
768,499.95,0.8,0.65,1,0.5,0.016051,0.6499
769,499.95,0.81,0.65,1,0.5,0.017158,0.65
770,499.95,0.82,0.65,1,0.5,0.018419,0.6499
771,499.95,0.83,0.65,1,0.5,0.018107,0.6501
772,499.95,0.84,0.65,1,0.5,0.018701,0.6499
773,499.95,0.85,0.65,1,0.5,0.019152,0.65
774,499.95,0.86,0.65,1,0.5,0.018918,0.6499
775,499.95,0.87,0.65,1,0.5,0.018903,0.65
776,499.95,0.88,0.65,1,0.5,0.018072,0.65
777,499.95,0.89,0.65,1,0.5,0.019341,0.6501
778,499.95,0.9,0.65,1,0.5,0.018076,0.65
779,499.95,0.91,0.65,1,0.5,0.018518,0.6499
780,499.95,0.92,0.65,1,0.5,0.019295,0.6501
781,499.95,0.93,0.65,1,0.5,0.017838,0.6501
782,499.95,0.94,0.65,1,0.5,0.019074,0.65
783,499.95,0.95,0.65,1,0.5,0.018884,0.65
784,499.95,0.96,0.65,1,0.5,0.018514,0.6499
785,499.95,0.97,0.65,1,0.5,0.020432,0.6501
786,499.95,0.98,0.65,1,0.5,0.019205,0.6499
787,499.95,0.99,0.65,1,0.5,0.021356,0.6499
788,499.95,1.0,0.65,1,0.5,0.019971,0.6499
789,499.95,1.01,0.65,1,0.5,0.021075,0.6501
790,499.95,1.02,0.65,1,0.5,0.021612,0.65
791,499.95,1.03,0.65,1,0.5,0.021102,0.65
792,499.95,1.04,0.65,1,0.5,0.019458,0.6499
793,499.95,1.05,0.65,1,0.5,0.021353,0.6501
794,499.95,1.06,0.65,1,0.5,0.018163,0.6501
795,499.95,1.07,0.65,1,0.5,0.019999,0.6499
796,499.95,1.08,0.65,1,0.5,0.021518,0.6499
797,499.95,1.09,0.65,1,0.5,0.021461,0.6501
798,499.95,1.1,0.65,1,0.5,0.020433,0.65
799,499.95,1.11,0.65,1,0.5,0.019678,0.6501
800,499.95,1.12,0.65,1,0.5,0.019498,0.65
801,499.95,1.13,0.65,1,0.5,0.019531,0.65
802,499.95,1.14,0.65,1,0.5,0.020553,0.6501
803,499.95,1.15,0.65,1,0.5,0.022668,0.6499
804,499.95,1.16,0.65,1,0.5,0.020972,0.6501
805,499.95,1.17,0.65,1,0.5,0.021027,0.65
806,499.95,1.18,0.65,1,0.5,0.019897,0.65
807,499.95,1.19,0.65,1,0.5,0.020803,0.6501
808,499.95,1.2,0.65,1,0.5,0.021689,0.65
809,499.95,0.2,0.7,1,0.5,0.008821,0.6999
810,499.95,0.21,0.7,1,0.5,0.009254,0.7002
811,499.95,0.22,0.7,1,0.5,0.009697,0.7
812,499.95,0.23,0.7,1,0.5,0.010133,0.7001
813,499.95,0.24,0.7,1,0.5,0.010554,0.7001
814,499.95,0.25,0.7,1,0.5,0.010975,0.6999
815,499.95,0.26,0.7,1,0.5,0.01126,0.7
816,499.95,0.27,0.7,1,0.5,0.011462,0.6999
817,499.95,0.28,0.7,1,0.5,0.010564,0.6999
818,499.95,0.29,0.7,1,0.5,0.010775,0.6999
819,499.95,0.3,0.7,1,0.5,0.010545,0.7001
820,499.95,0.31,0.7,1,0.5,0.01018,0.7
821,499.95,0.32,0.7,1,0.5,0.010282,0.6999
822,499.95,0.33,0.7,1,0.5,0.010701,0.6999
823,499.95,0.34,0.7,1,0.5,0.010911,0.7001
824,499.95,0.35,0.7,1,0.5,0.01097,0.7001
825,499.95,0.36,0.7,1,0.5,0.011345,0.7
826,499.95,0.37,0.7,1,0.5,0.011584,0.6999
827,499.95,0.38,0.7,1,0.5,0.012165,0.7
828,499.95,0.39,0.7,1,0.5,0.011151,0.6999
829,499.95,0.4,0.7,1,0.5,0.011862,0.7001
830,499.95,0.41,0.7,1,0.5,0.012437,0.7
831,499.95,0.42,0.7,1,0.5,0.012471,0.6999
832,499.95,0.43,0.7,1,0.5,0.012292,0.7002
833,499.95,0.44,0.7,1,0.5,0.013016,0.6999
834,499.95,0.45,0.7,1,0.5,0.012795,0.6999
835,499.95,0.46,0.7,1,0.5,0.01289,0.7
836,499.95,0.47,0.7,1,0.5,0.013613,0.6999
837,499.95,0.48,0.7,1,0.5,0.01389,0.7001
838,499.95,0.49,0.7,1,0.5,0.014977,0.7001
839,499.95,0.5,0.7,1,0.5,0.01356,0.7
840,499.95,0.51,0.7,1,0.5,0.014672,0.7
841,499.95,0.52,0.7,1,0.5,0.015099,0.7001
842,499.95,0.53,0.7,1,0.5,0.014188,0.7002
843,499.95,0.54,0.7,1,0.5,0.01469,0.7
844,499.95,0.55,0.7,1,0.5,0.013855,0.7
845,499.95,0.56,0.7,1,0.5,0.015346,0.7
846,499.95,0.57,0.7,1,0.5,0.015164,0.7
847,499.95,0.58,0.7,1,0.5,0.014393,0.7
848,499.95,0.59,0.7,1,0.5,0.014563,0.7001
849,499.95,0.6,0.7,1,0.5,0.0153,0.7
850,499.95,0.61,0.7,1,0.5,0.015899,0.6999
851,499.95,0.62,0.7,1,0.5,0.015716,0.7
852,499.95,0.63,0.7,1,0.5,0.016263,0.7001
853,499.95,0.64,0.7,1,0.5,0.016141,0.7002
854,499.95,0.65,0.7,1,0.5,0.015144,0.6999
855,499.95,0.66,0.7,1,0.5,0.016214,0.7001
856,499.95,0.67,0.7,1,0.5,0.016008,0.7001
857,499.95,0.68,0.7,1,0.5,0.016322,0.7001
858,499.95,0.69,0.7,1,0.5,0.017219,0.7002
859,499.95,0.7,0.7,1,0.5,0.01637,0.7001
860,499.95,0.71,0.7,1,0.5,0.015221,0.7002
861,499.95,0.72,0.7,1,0.5,0.016225,0.7
862,499.95,0.73,0.7,1,0.5,0.018073,0.6999
863,499.95,0.74,0.7,1,0.5,0.016677,0.7001
864,499.95,0.75,0.7,1,0.5,0.016797,0.6999
865,499.95,0.76,0.7,1,0.5,0.016847,0.7
866,499.95,0.77,0.7,1,0.5,0.018224,0.7
867,499.95,0.78,0.7,1,0.5,0.016901,0.7001
868,499.95,0.79,0.7,1,0.5,0.016608,0.7001
869,499.95,0.8,0.7,1,0.5,0.01684,0.7
870,499.95,0.81,0.7,1,0.5,0.01771,0.7
871,499.95,0.82,0.7,1,0.5,0.017007,0.7002
872,499.95,0.83,0.7,1,0.5,0.017636,0.6999
873,499.95,0.84,0.7,1,0.5,0.01728,0.7
874,499.95,0.85,0.7,1,0.5,0.017359,0.6998
875,499.95,0.86,0.7,1,0.5,0.017201,0.6999
876,499.95,0.87,0.7,1,0.5,0.017525,0.7002
877,499.95,0.88,0.7,1,0.5,0.017461,0.6999
878,499.95,0.89,0.7,1,0.5,0.01727,0.7
879,499.95,0.9,0.7,1,0.5,0.01817,0.6999
880,499.95,0.91,0.7,1,0.5,0.017118,0.6997
881,499.95,0.92,0.7,1,0.5,0.018769,0.7001
882,499.95,0.93,0.7,1,0.5,0.020017,0.7002
883,499.95,0.94,0.7,1,0.5,0.018528,0.7
884,499.95,0.95,0.7,1,0.5,0.018848,0.6999
885,499.95,0.96,0.7,1,0.5,0.017979,0.7
886,499.95,0.97,0.7,1,0.5,0.017662,0.6998
887,499.95,0.98,0.7,1,0.5,0.019814,0.7
888,499.95,0.99,0.7,1,0.5,0.017776,0.7
889,499.95,1.0,0.7,1,0.5,0.019097,0.6999
890,499.95,1.01,0.7,1,0.5,0.01939,0.7
891,499.95,1.02,0.7,1,0.5,0.017539,0.7
892,499.95,1.03,0.7,1,0.5,0.019124,0.7001
893,499.95,1.04,0.7,1,0.5,0.019634,0.6999
894,499.95,1.05,0.7,1,0.5,0.018548,0.6999
895,499.95,1.06,0.7,1,0.5,0.018227,0.7
896,499.95,1.07,0.7,1,0.5,0.019439,0.7
897,499.95,1.08,0.7,1,0.5,0.017208,0.7001
898,499.95,1.09,0.7,1,0.5,0.020375,0.6999
899,499.95,1.1,0.7,1,0.5,0.020807,0.7
900,499.95,1.11,0.7,1,0.5,0.019497,0.6999
901,499.95,1.12,0.7,1,0.5,0.020639,0.7001
902,499.95,1.13,0.7,1,0.5,0.018455,0.7001
903,499.95,1.14,0.7,1,0.5,0.019156,0.7
904,499.95,1.15,0.7,1,0.5,0.01984,0.6998
905,499.95,1.16,0.7,1,0.5,0.019413,0.7
906,499.95,1.17,0.7,1,0.5,0.020372,0.6999
907,499.95,1.18,0.7,1,0.5,0.019773,0.7
908,499.95,1.19,0.7,1,0.5,0.021556,0.7
909,499.95,1.2,0.7,1,0.5,0.020553,0.7
